AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4072.692307,4064.487179,4053.974359,4078.205128,4145,4051.282051,4066.025641,4051.025641,4048.589743,4146.538461,4047.948718,4082.692307,3915.897435,4034.230769
4066.282051,4056.025641,4043.846153,4070.128205,4142.820513,4049.743589,4059.615384,4044.615384,4043.076923,4146.153846,4039.615384,4073.974359,3872.820512,4027.307692
4066.794871,4057.948718,4041.410256,4073.974359,4143.717949,4049.487179,4056.153846,4042.692307,4045.897435,4148.076923,4043.974359,4073.076923,3860.384615,4030.897435
4073.589743,4060.897435,4051.794871,4072.820512,4145.769231,4048.974359,4056.410256,4052.435897,4057.435897,4148.974359,4051.282051,4079.615384,3859.358974,4041.923077
4078.205128,4059.871794,4059.358974,4072.307692,4142.948718,4050.128205,4064.102564,4067.307692,4073.076923,4148.205128,4059.615384,4091.666666,3861.02564,4049.230769
4077.307692,4059.743589,4060.897435,4077.948718,4144.871795,4048.846153,4070.128205,4078.205128,4084.102564,4146.538461,4071.025641,4099.230769,3865.256409,4050.128205
4074.230769,4062.051282,4064.615384,4079.871795,4144.358974,4046.538461,4068.974359,4079.230769,4082.948718,4147.564102,4071.025641,4093.333333,3864.487179,4044.871794
4068.205128,4055.897435,4062.820512,4078.205128,4141.538461,4048.846153,4070.128205,4074.871795,4076.538461,4147.948718,4054.487179,4084.871795,3862.564102,4038.205128
4061.794871,4042.051282,4056.025641,4075.128205,4144.615384,4053.333333,4074.743589,4083.461538,4080.897436,4145.769231,4047.051282,4083.717948,3870.128204,4036.282051
4066.153846,4035.51282,4061.025641,4075.641025,4143.846154,4055.384615,4074.615384,4091.538461,4092.307692,4146.538461,4060.51282,4087.179487,3892.435897,4043.974359
4078.076923,4031.538461,4073.205128,4086.794871,4143.974359,4057.820512,4073.205128,4078.717948,4092.820512,4147.564102,4074.358974,4096.923077,3920.51282,4057.692307
4086.025641,4024.230769,4078.205128,4098.076923,4144.487179,4064.871794,4078.846154,4071.410256,4085.128205,4146.538461,4080.384615,4105.384615,3939.999999,4065.51282
4085.51282,4018.076923,4074.487179,4095,4143.717949,4067.692307,4085.25641,4076.794871,4075.641025,4145.51282,4082.948718,4103.205128,3947.051281,4063.846153
4080.76923,4005.25641,4063.333333,4083.589743,4143.717949,4057.564102,4080.384615,4065.128205,4061.282051,4145.51282,4071.666666,4088.846154,3944.743589,4054.743589
4076.025641,3986.153846,4050.76923,4071.538461,4138.589743,4047.820512,4068.589743,4048.846153,4046.666666,4147.179487,4051.923077,4072.692307,3939.102563,4044.358974
4073.974359,3983.333333,4048.717948,4063.076923,4141.666666,4051.923077,4068.717948,4053.461538,4041.153846,4148.974359,4046.153846,4061.923077,3939.871794,4043.717948
4075.25641,3988.333333,4050,4060.25641,4144.230769,4060.641025,4072.564102,4053.205128,4039.743589,4147.692307,4049.102564,4058.205128,3946.410256,4045.641025
4073.333333,3978.076923,4041.923077,4056.153846,4139.871795,4059.230769,4070,4038.974359,4037.564102,4147.179487,4043.076923,4055.25641,3951.02564,4039.358974
4066.538461,3969.871794,4034.487179,4049.230769,4144.230769,4054.743589,4071.410256,4031.538461,4036.923077,4150.641025,4035.76923,4044.102564,3952.692307,4033.333333
4063.461538,3969.487179,4033.974358,4043.974359,4146.153846,4051.666666,4072.051282,4033.846153,4036.923077,4149.358974,4032.948717,4038.717948,3954.999999,4031.538461
4069.230769,3964.615384,4037.051282,4046.923077,4144.487179,4047.307692,4067.948718,4043.846153,4043.589743,4147.051282,4035.384615,4046.153846,3967.179487,4031.153846
4081.794871,3968.846153,4051.282051,4061.410256,4143.333333,4050.25641,4072.820512,4060.25641,4063.461538,4148.589743,4050.384615,4061.794871,3992.179487,4043.205128
4097.692307,3983.846153,4071.794871,4075.897436,4142.307692,4056.153846,4077.179487,4069.487179,4074.615384,4148.333333,4067.307692,4079.102564,4017.051282,4064.230769
4109.615384,3991.538461,4083.846154,4083.717948,4147.307692,4053.205128,4068.846153,4071.794871,4067.820512,4147.564102,4074.102564,4089.487179,4032.435897,4071.282051
4106.794872,3988.589743,4084.487179,4085.51282,4143.589743,4050.76923,4062.948718,4074.615384,4064.871794,4149.102564,4077.692307,4094.358974,4040.384615,4066.025641
4096.153846,3981.282051,4081.153846,4083.717948,4139.871795,4058.461538,4064.358974,4072.692307,4071.153846,4149.487179,4081.410256,4095.384615,4049.871794,4066.666666
4091.025641,3976.153846,4079.102564,4080.897436,4143.461538,4061.410256,4064.487179,4064.615384,4070.76923,4147.435897,4075.51282,4090.51282,4061.923077,4068.846153
4086.923077,3974.615384,4075.128205,4078.461538,4141.410256,4058.076923,4068.461538,4063.461538,4066.538461,4146.923077,4064.871794,4077.948718,4066.923077,4065.897435
4077.820512,3965.51282,4061.538461,4073.205128,4144.102564,4060.51282,4075,4070.897436,4067.564102,4149.487179,4056.666666,4066.538461,4068.846153,4062.820512
4071.410256,3952.307692,4048.589743,4063.974359,4145.25641,4057.692307,4075.76923,4074.487179,4067.948718,4148.846154,4043.461538,4056.666666,4069.358974,4060.384615
4079.230769,3954.358974,4053.333333,4059.871794,4142.179487,4051.282051,4080.128205,4075.641025,4068.974359,4144.74359,4036.538461,4048.589743,4065.384615,4062.051282
4090.25641,3963.333333,4061.153846,4061.025641,4142.564102,4055.25641,4090.641025,4076.794871,4072.307692,4145.897436,4042.435897,4046.538461,4065.51282,4064.358974
4083.589743,3958.076922,4051.410256,4059.487179,4140.51282,4064.102564,4086.923077,4071.025641,4065.641025,4147.948718,4036.794871,4033.589743,4066.153846,4052.179487
4067.564102,3945.128205,4036.282051,4053.974359,4142.307692,4067.820512,4074.871795,4059.358974,4052.692307,4146.923077,4019.102564,4012.179487,4060.25641,4037.692307
4060.76923,3944.743589,4031.410256,4050.128205,4144.102564,4067.820512,4072.564102,4053.076923,4051.025641,4149.871795,4017.179487,4009.102564,4063.333333,4036.538461
4060.897435,3944.999999,4029.871794,4043.589743,4142.820513,4065.641025,4069.487179,4051.153846,4055.51282,4152.307692,4021.025641,4014.102564,4074.871795,4038.076923
4055.641025,3929.743589,4024.230769,4032.692307,4145.51282,4060.384615,4061.153846,4045.51282,4047.307692,4150,4017.051282,4004.743589,4079.487179,4031.538461
4051.410256,3923.717948,4023.846153,4034.102564,4144.358974,4059.102564,4061.666666,4045.128205,4044.871794,4149.230769,4020.76923,3999.358974,4089.487179,4024.230769
4057.179487,3938.589743,4032.820512,4042.564102,4141.153846,4061.025641,4065.641025,4052.692307,4057.948718,4150.641025,4033.589743,4012.564102,4107.179487,4029.102564
4070.641025,3952.307692,4044.102564,4047.692307,4140.897436,4060.897435,4066.923077,4059.487179,4063.461538,4148.333333,4042.435897,4025.641025,4118.205128,4041.794871
4077.692307,3959.871794,4054.615384,4054.230769,4142.435897,4058.717948,4071.410256,4061.282051,4056.410256,4146.153846,4043.333333,4032.435897,4129.615384,4046.282051
4076.666666,3968.589743,4058.846153,4060.25641,4146.538461,4056.538461,4074.615384,4061.025641,4052.307692,4148.333333,4045.897435,4036.282051,4140.897436,4046.923077
4083.333333,3975.128205,4059.615384,4065.51282,4142.820513,4057.820512,4072.564102,4060.51282,4056.923077,4148.076923,4050.897435,4038.076923,4148.333333,4051.666666
4095.897436,3983.846153,4069.487179,4074.102564,4142.307692,4061.666666,4072.948718,4065.128205,4062.948718,4146.025641,4048.974359,4047.051282,4162.179487,4061.923077
4097.692307,3989.999999,4077.820512,4076.538461,4144.871795,4060.641025,4073.717948,4072.179487,4064.230769,4147.051282,4045.128205,4057.435897,4180.128205,4071.025641
4093.076923,3988.205128,4073.846154,4072.820512,4140.641025,4058.205128,4075.51282,4073.974359,4067.307692,4147.820513,4050.51282,4061.923077,4193.717949,4074.102564
4093.589743,3992.692307,4070,4076.410256,4141.923077,4066.794871,4086.410256,4080.76923,4075.76923,4148.717949,4060.641025,4065.897435,4206.666667,4073.974359
4095.25641,3998.461538,4070.897436,4081.282051,4142.435897,4076.538461,4096.538461,4093.589743,4085.128205,4148.461538,4058.846153,4063.205128,4213.717949,4069.871795
4089.871795,3994.487179,4061.025641,4070.897436,4142.307692,4071.538461,4094.102564,4094.743589,4086.794871,4146.538461,4046.025641,4047.051282,4208.717949,4060
4078.589743,3986.666666,4041.282051,4051.153846,4145.128205,4064.102564,4090.897436,4083.205128,4082.820512,4147.692307,4032.948717,4030.128205,4205.25641,4048.846153
4067.948718,3980.384615,4033.076923,4042.564102,4142.307692,4069.230769,4092.948718,4073.846154,4076.025641,4149.487179,4027.564102,4019.230769,4212.179487,4041.025641
4060.76923,3973.333333,4033.205128,4044.487179,4142.820513,4076.410256,4090.641025,4070.76923,4068.333333,4146.538461,4029.358974,4013.461538,4215.25641,4036.666666
4057.307692,3967.692307,4026.153846,4041.794871,4142.307692,4079.358974,4091.153846,4070.128205,4068.974359,4143.974359,4033.717948,4013.717948,4215.128205,4033.717948
4057.820512,3970.641025,4021.282051,4040,4142.307692,4080.897436,4098.717948,4072.820512,4072.948718,4147.307692,4039.871794,4013.589743,4223.717949,4032.435897
4056.538461,3978.589743,4027.051282,4044.871794,4146.153846,4081.538461,4092.051282,4071.410256,4067.435897,4149.74359,4046.538461,4009.230769,4230.128205,4030.76923
4056.410256,3991.153846,4033.461538,4051.538461,4140.128205,4082.820512,4080.76923,4068.076923,4063.076923,4147.948718,4052.051282,4010.25641,4230.641026,4030
4073.205128,4011.923076,4043.589743,4066.410256,4139.871795,4090.25641,4093.076923,4076.923077,4074.102564,4147.051282,4063.846153,4025.128205,4239.230769,4040.51282
4099.743589,4033.974358,4069.230769,4085.641025,4145.128205,4102.435897,4109.743589,4091.282051,4084.230769,4148.333333,4082.692307,4048.333333,4252.179487,4059.230769
4110.641025,4048.461538,4089.102564,4091.538461,4140.51282,4102.820513,4105.769231,4093.846154,4086.410256,4148.846154,4088.717948,4061.025641,4262.948718,4069.743589
4113.076923,4058.461538,4091.794871,4098.205128,4139.487179,4098.461538,4098.846154,4094.487179,4094.615384,4146.666666,4078.974359,4064.102564,4277.692308,4076.410256
4122.307692,4068.461538,4098.717948,4113.333333,4140.51282,4103.461538,4102.435897,4105.128205,4104.615384,4146.025641,4078.846154,4072.564102,4291.666667,4086.794871
4126.153846,4072.948718,4107.307692,4115,4140.128205,4107.435897,4108.333333,4113.846154,4112.179487,4147.948718,4088.333333,4079.871795,4298.846154,4093.717948
4124.102564,4078.076923,4105.769231,4113.076923,4140.384615,4109.743589,4114.487179,4124.230769,4126.025641,4147.692307,4095.25641,4081.153846,4311.410257,4098.205128
4135.51282,4090.25641,4110.641025,4124.871795,4140.641025,4120.769231,4130,4148.846154,4151.538461,4147.051282,4109.743589,4089.487179,4332.692308,4111.410256
4150.897436,4099.743589,4126.025641,4132.051282,4142.692307,4130,4146.923077,4167.692307,4173.717949,4148.846154,4128.846154,4098.717948,4353.974359,4124.230769
4149.74359,4098.846154,4125.384615,4126.025641,4140.128205,4128.717948,4149.102564,4163.589743,4172.051282,4149.487179,4129.871795,4085.897436,4361.282051,4119.615384
4139.74359,4090.384615,4110.51282,4117.820513,4142.692307,4128.717948,4146.794872,4152.307692,4158.589743,4148.461538,4115.128205,4061.153846,4347.051282,4106.153846
4131.025641,4083.205128,4101.410256,4111.153846,4146.923077,4128.076923,4150.641025,4147.307692,4154.102564,4147.820513,4106.666666,4049.358974,4324.871795,4095.384615
4124.358974,4074.615384,4094.358974,4102.820513,4142.307692,4123.846154,4149.102564,4138.974359,4147.435897,4147.692307,4105.51282,4043.846153,4307.564103,4085.76923
4120.25641,4063.717948,4088.589743,4090.51282,4142.564102,4129.358974,4142.435897,4127.307692,4129.358974,4147.820513,4095.641025,4028.589743,4295,4080.128205
4113.974359,4062.051282,4085.897436,4086.923077,4142.948718,4136.153846,4142.948718,4119.871795,4119.871795,4147.051282,4087.564102,4015.897435,4286.794872,4077.179487
4112.692307,4070.51282,4086.923077,4101.025641,4140.897436,4137.692307,4147.435897,4120.128205,4124.230769,4146.666666,4098.205128,4021.538461,4290.128205,4074.487179
4125.897436,4085,4098.205128,4116.923077,4141.923077,4148.205128,4154.74359,4131.153846,4134.615384,4147.307692,4116.282051,4035.384615,4305.25641,4081.153846
4135.641025,4100.76923,4109.615384,4122.051282,4139.487179,4155.641025,4161.410256,4143.333333,4144.230769,4147.051282,4123.717948,4040.384615,4321.153846,4090.128205
4125.51282,4103.461538,4107.051282,4125.51282,4141.794872,4145.25641,4150.769231,4146.794872,4146.666666,4147.307692,4128.846154,4032.051282,4324.74359,4088.974359
4122.307692,4100.25641,4106.410256,4128.076923,4142.820513,4134.102564,4133.461538,4150.897436,4148.333333,4148.076923,4139.358974,4025.897435,4326.282051,4090.897436
4135.25641,4104.871795,4113.205128,4127.051282,4140.128205,4131.282051,4127.692307,4156.666666,4153.846154,4146.923077,4143.461538,4028.076923,4337.179487,4098.589743
4135.384615,4107.692307,4110.128205,4126.025641,4143.974359,4128.974359,4127.820513,4157.179487,4155.897436,4146.282051,4138.974359,4020.128205,4339.871795,4095.25641
4123.974359,4100.76923,4101.282051,4122.820513,4139.871795,4126.025641,4124.615384,4154.74359,4156.538461,4146.282051,4135.897436,4001.923076,4329.615385,4084.871795
4118.076923,4093.205128,4095.384615,4114.871795,4136.923077,4123.461538,4120.897436,4145,4148.205128,4145.769231,4130.641025,3985.25641,4317.307692,4074.743589
4107.051282,4084.871795,4081.153846,4101.282051,4143.846154,4126.025641,4125.51282,4127.051282,4124.615384,4148.076923,4110.641025,3963.076922,4298.333333,4055.384615
4091.282051,4072.820512,4062.948718,4085.384615,4142.948718,4137.564102,4133.717948,4117.179487,4113.205128,4150.51282,4088.333333,3939.615384,4273.717949,4036.666666
4092.179487,4067.692307,4064.871794,4076.794871,4140.641025,4143.589743,4143.846154,4122.692307,4127.564102,4147.948718,4086.666666,3937.692307,4267.820513,4040.897435
4108.076923,4076.153846,4084.615384,4087.692307,4140.51282,4142.692307,4150.641025,4133.974359,4139.102564,4144.615384,4104.743589,3954.871794,4283.846154,4056.794871
4118.846154,4091.538461,4093.205128,4106.282051,4141.538461,4143.589743,4148.974359,4141.923077,4138.717949,4144.74359,4114.230769,3966.153846,4295.769231,4064.487179
4121.153846,4093.076923,4091.153846,4109.615384,4141.538461,4140.25641,4138.846154,4142.692307,4143.333333,4147.051282,4103.333333,3968.461538,4302.307692,4065.384615
4120.384615,4085.384615,4097.435897,4105,4139.615384,4135.641025,4127.179487,4140.384615,4149.74359,4148.846154,4095.51282,3971.666666,4308.846154,4068.333333
4126.410256,4097.692307,4111.025641,4113.461538,4143.974359,4136.666666,4124.743589,4148.589743,4156.666666,4147.307692,4106.794872,3975.897435,4321.282051,4078.333333
4137.692307,4119.230769,4122.820513,4131.538461,4142.820513,4137.692307,4125.384615,4161.923077,4165.641025,4145.128205,4121.410256,3979.358974,4342.179487,4089.487179
4149.230769,4126.538461,4132.692307,4139.358974,4139.487179,4136.923077,4123.076923,4167.051282,4166.282051,4147.307692,4124.871795,3985.76923,4352.948718,4095.897436
4161.923077,4132.307692,4143.205128,4138.205128,4140.51282,4135.897436,4127.564102,4175.51282,4163.974359,4149.487179,4125.897436,3991.153846,4354.74359,4101.282051
4166.538461,4137.948718,4147.051282,4138.333333,4138.974359,4136.153846,4142.307692,4188.974359,4170.25641,4148.205128,4125.769231,3988.076923,4363.846154,4107.179487
4157.435897,4130.128205,4135.51282,4132.435897,4141.794872,4134.615384,4153.717949,4186.282051,4172.820513,4148.461538,4111.282051,3972.948717,4364.230769,4098.205128
4151.666666,4126.282051,4121.923077,4122.564102,4138.974359,4132.820513,4163.333333,4178.461538,4171.282051,4149.358974,4096.153846,3957.435897,4350.25641,4077.435897
4154.102564,4133.076923,4122.820513,4121.025641,4135,4144.74359,4181.538461,4187.179487,4178.333333,4148.333333,4097.692307,3952.948717,4348.974359,4070.897436
4147.692307,4129.743589,4118.461538,4119.871795,4139.487179,4166.410256,4188.846154,4189.74359,4180.641026,4148.589743,4096.410256,3947.435897,4351.410257,4071.794871
4131.025641,4117.435897,4097.820512,4105,4137.948718,4168.846154,4178.333333,4169.230769,4163.461538,4148.717949,4076.794871,3929.871794,4337.307693,4060.128205
4118.846154,4110.25641,4087.820512,4092.948718,4138.461538,4157.435897,4164.871795,4149.358974,4139.871795,4148.205128,4063.589743,3918.461538,4325.769231,4047.820512
4119.230769,4107.435897,4092.435897,4096.538461,4142.564102,4160.897436,4151.538461,4137.435897,4130.128205,4148.076923,4065.384615,3919.999999,4320.769231,4046.153846
4121.538461,4106.025641,4094.358974,4105.25641,4141.282051,4167.435897,4141.282051,4127.051282,4132.948718,4147.948718,4073.076923,3923.846153,4311.923077,4046.538461
4120.897436,4107.692307,4099.743589,4112.820513,4142.051282,4160.25641,4136.538461,4127.948718,4136.923077,4149.74359,4081.538461,3931.02564,4312.307692,4049.871794
4126.923077,4113.461538,4114.102564,4120,4141.666666,4154.487179,4128.076923,4134.102564,4143.461538,4150.641025,4089.743589,3939.999999,4320.897436,4058.076923
4141.025641,4123.205128,4129.743589,4135,4141.025641,4155.51282,4117.307692,4134.615384,4153.076923,4148.846154,4106.153846,3952.435897,4323.333333,4070
4151.538461,4131.923077,4139.74359,4149.230769,4141.025641,4154.230769,4118.717948,4140.128205,4163.461538,4149.230769,4132.307692,3971.410256,4324.615385,4081.923077
4154.871795,4132.435897,4140.51282,4147.692307,4137.564102,4147.435897,4123.589743,4151.025641,4171.153846,4150.384615,4149.615384,3976.282051,4329.871795,4082.948718
4155.128205,4126.153846,4139.358974,4140.641025,4141.153846,4140.25641,4121.923077,4159.102564,4177.564102,4147.564102,4155.897436,3966.282051,4337.564103,4081.025641
4150.25641,4123.974359,4136.666666,4139.615384,4140.384615,4134.230769,4120.641025,4166.025641,4179.358974,4144.230769,4158.333333,3960.25641,4341.025641,4081.794871
4142.307692,4120.641025,4127.307692,4137.820513,4135.128205,4127.051282,4126.923077,4170.384615,4175.641026,4145.384615,4149.487179,3952.179487,4335.769231,4076.794871
4137.820513,4111.410256,4120.769231,4128.589743,4138.205128,4120.25641,4134.871795,4169.487179,4169.230769,4148.333333,4137.307692,3940.51282,4327.435898,4067.179487
4137.948718,4112.948718,4125,4123.589743,4139.230769,4121.794872,4141.282051,4170,4167.564102,4148.974359,4138.589743,3939.358974,4322.435898,4063.205128
4141.666666,4120.641025,4126.025641,4123.333333,4140.128205,4128.333333,4147.051282,4165.51282,4173.717949,4147.179487,4137.051282,3939.871794,4317.820513,4063.333333
4141.923077,4110.51282,4113.717948,4116.025641,4139.615384,4125,4145.897436,4155.641025,4170.128205,4146.794872,4124.871795,3926.153845,4307.307692,4054.487179
4132.820513,4096.410256,4103.076923,4102.307692,4139.74359,4120.25641,4139.615384,4153.205128,4158.461538,4147.435897,4120.384615,3910.51282,4297.179487,4037.179487
4121.923077,4093.974359,4099.102564,4096.153846,4141.410256,4126.410256,4141.025641,4150,4155.25641,4146.153846,4122.179487,3906.923076,4291.282051,4025.641025
4121.153846,4092.692307,4097.307692,4097.564102,4135.641025,4132.435897,4145.128205,4138.461538,4156.153846,4144.487179,4117.564102,3907.692307,4287.692308,4023.717948
4124.102564,4090.76923,4100.76923,4096.794871,4139.102564,4127.692307,4137.051282,4124.615384,4146.794872,4146.666666,4115.25641,3900.897435,4281.282051,4019.743589
4123.333333,4092.435897,4108.076923,4094.871795,4142.692307,4121.538461,4126.538461,4113.076923,4134.871795,4148.717949,4120,3893.974358,4275.641026,4010.897435
4122.307692,4095,4106.666666,4094.230769,4136.923077,4123.205128,4125,4109.743589,4133.333333,4147.179487,4121.923077,3895.25641,4276.153846,4006.666666
4121.410256,4094.102564,4097.435897,4090.51282,4138.846154,4124.102564,4120.641025,4110.51282,4129.615384,4148.333333,4119.487179,3895.51282,4277.820513,4007.948717
4119.743589,4090,4094.358974,4089.615384,4139.871795,4120.25641,4110.384615,4105.641025,4115.128205,4149.615384,4120.128205,3893.974358,4276.923077,4009.230769
4120.769231,4089.871795,4094.743589,4091.923077,4140.25641,4118.076923,4103.076923,4100.76923,4108.205128,4146.025641,4123.205128,3895.76923,4273.974359,4012.564102
4119.871795,4092.051282,4093.461538,4087.692307,4141.153846,4120.641025,4107.820513,4105.897436,4115.769231,4145.51282,4123.205128,3895.76923,4273.076923,4013.974358
4112.820513,4087.948718,4091.923077,4081.794871,4136.923077,4121.538461,4117.307692,4112.564102,4116.282051,4149.230769,4121.923077,3894.358974,4276.794872,4008.717948
4107.051282,4081.153846,4092.307692,4079.230769,4139.487179,4117.692307,4121.153846,4115.128205,4109.102564,4151.153846,4120.25641,3894.871794,4274.230769,4005.128205
4108.076923,4080.128205,4091.025641,4074.230769,4142.564102,4118.205128,4127.692307,4124.615384,4113.974359,4148.589743,4119.487179,3889.615384,4259.74359,4003.076923
4107.692307,4075,4084.230769,4066.666666,4143.333333,4122.435897,4138.333333,4136.666666,4127.435897,4146.794872,4120.769231,3881.282051,4251.153846,3999.102564
4101.282051,4067.692307,4075,4062.051282,4141.538461,4128.333333,4143.076923,4145.25641,4135.25641,4148.974359,4124.230769,3877.051281,4252.692308,3997.948717
4093.461538,4067.179487,4068.589743,4058.717948,4137.435897,4134.743589,4142.307692,4148.974359,4135.25641,4152.179487,4123.846154,3870.128204,4231.923077,3995.128205
4091.025641,4067.948718,4068.461538,4059.615384,4140.897436,4137.820513,4140.25641,4146.282051,4132.692307,4150.384615,4120.384615,3864.487179,4190,3987.692307
4096.923077,4071.153846,4073.846154,4068.846153,4140.641025,4139.230769,4134.102564,4141.666666,4131.538461,4145,4124.487179,3872.948717,4161.538461,3985.51282
4100.384615,4078.076923,4078.846154,4071.410256,4138.974359,4142.051282,4124.743589,4132.435897,4127.051282,4146.153846,4130.897436,3882.051281,4144.615384,3988.076923
4092.820512,4077.051282,4077.051282,4068.205128,4139.230769,4139.230769,4114.230769,4120.769231,4119.487179,4150.384615,4130,3876.794871,4120.51282,3981.923076
4088.846154,4073.333333,4075,4072.179487,4136.410256,4133.974359,4103.333333,4117.435897,4127.051282,4148.076923,4127.692307,3875.25641,4105.769231,3978.333333
4093.461538,4078.461538,4079.615384,4079.871795,4140.51282,4137.179487,4101.410256,4122.307692,4135.769231,4144.230769,4129.487179,3881.282051,4103.333333,3983.205128
4094.615384,4081.025641,4083.205128,4081.025641,4141.025641,4136.410256,4101.666666,4119.230769,4126.794872,4145.25641,4127.692307,3876.153845,4092.820512,3980.641025
4098.333333,4077.948718,4084.743589,4077.051282,4138.461538,4127.564102,4100.128205,4115.769231,4121.410256,4149.74359,4125.641025,3867.179486,4087.820512,3978.589743
4105,4077.179487,4083.846154,4071.923077,4143.333333,4122.051282,4109.230769,4128.333333,4127.051282,4147.820513,4125.384615,3865.128204,4097.692307,3983.589743
4099.358974,4069.230769,4076.538461,4062.564102,4141.794872,4123.461538,4124.743589,4139.358974,4126.025641,4143.717949,4117.179487,3860.76923,4105.384615,3977.051282
4093.076923,4057.820512,4068.205128,4053.974359,4142.179487,4131.282051,4135.641025,4140.641025,4122.564102,4146.538461,4107.948718,3855.641025,4106.025641,3968.461538
4091.794871,4052.948718,4065.51282,4050.897435,4144.230769,4140.384615,4143.461538,4144.74359,4128.076923,4148.589743,4107.692307,3854.615384,4105.51282,3968.461538
4081.794871,4044.358974,4061.025641,4048.974359,4140.51282,4142.179487,4145.897436,4142.820513,4128.205128,4145.51282,4107.179487,3850.897435,4102.948718,3959.102563
4070.25641,4033.717948,4054.358974,4041.923077,4143.205128,4137.948718,4136.794872,4127.820513,4117.307692,4146.410256,4098.333333,3845.641025,4108.205128,3945.76923
4070.641025,4036.538461,4053.205128,4038.076923,4143.333333,4138.461538,4126.025641,4118.333333,4112.692307,4149.74359,4091.282051,3845.76923,4120.769231,3947.051281
4075.76923,4043.846153,4056.666666,4040,4139.230769,4134.615384,4124.871795,4117.948718,4115.128205,4148.205128,4092.435897,3850.128204,4114.487179,3950.51282
4081.538461,4046.538461,4065.51282,4040.384615,4137.948718,4123.846154,4121.538461,4110.769231,4112.435897,4146.923077,4092.948718,3856.153845,4103.076923,3947.564102
4089.358974,4052.820512,4074.871795,4045.384615,4137.179487,4118.205128,4109.743589,4103.205128,4105.384615,4146.282051,4091.025641,3865.384615,4122.564102,3954.999999
4104.743589,4068.974359,4087.435897,4061.025641,4140.128205,4120,4108.076923,4108.589743,4109.743589,4146.538461,4096.666666,3884.615384,4159.358974,3978.333333
4127.435897,4090.51282,4113.205128,4083.076923,4141.025641,4125.128205,4121.282051,4122.948718,4127.564102,4149.358974,4110.128205,3910.76923,4184.871795,3997.948717
4135.128205,4101.025641,4130.25641,4095.128205,4142.564102,4128.205128,4125.641025,4132.564102,4137.179487,4148.076923,4113.205128,3918.589743,4191.025641,4002.820512
4127.179487,4096.923077,4121.153846,4089.871795,4143.846154,4127.820513,4119.743589,4139.487179,4136.538461,4146.794872,4103.076923,3911.923076,4186.923077,4001.153846
4124.102564,4092.435897,4110.51282,4083.333333,4138.974359,4126.410256,4122.051282,4152.179487,4143.461538,4149.615384,4094.615384,3915.897435,4189.74359,3998.461538
4117.307692,4086.666666,4107.948718,4081.282051,4142.692307,4122.820513,4126.153846,4154.102564,4146.025641,4148.717949,4089.102564,3914.487179,4192.051282,3992.820512
4093.717948,4069.743589,4087.564102,4066.153846,4142.820513,4118.333333,4122.948718,4139.487179,4129.615384,4145.25641,4071.538461,3888.717948,4170.897436,3977.051282
4075.897436,4050.25641,4060,4037.948718,4138.589743,4122.435897,4126.923077,4134.230769,4121.410256,4144.871795,4050.76923,3863.974358,4141.538461,3954.358974
4077.307692,4048.076923,4058.589743,4028.846153,4143.076923,4137.435897,4140.769231,4142.307692,4135.769231,4146.538461,4051.538461,3865.51282,4140.51282,3946.282051
4079.487179,4054.871794,4067.307692,4035.897435,4141.538461,4146.282051,4146.282051,4139.74359,4140.51282,4148.076923,4063.076923,3870.641025,4151.153846,3947.051281
4075.641025,4050.384615,4060.76923,4032.307692,4139.102564,4143.333333,4141.923077,4126.794872,4127.692307,4148.076923,4061.153846,3863.076922,4145.897436,3939.999999
4070,4046.794871,4058.205128,4023.589743,4138.717949,4139.74359,4140.128205,4119.615384,4119.358974,4146.794872,4060.25641,3864.230768,4141.025641,3935.51282
4075.897436,4053.076923,4070,4028.974358,4137.564102,4141.282051,4140.641025,4121.794872,4121.794872,4146.794872,4076.025641,3884.615384,4151.282051,3946.410256
4090,4057.179487,4077.179487,4042.948718,4142.307692,4145.128205,4136.666666,4120.51282,4126.153846,4148.076923,4092.179487,3901.282051,4157.564102,3958.333333
4085.641025,4051.282051,4074.871795,4041.666666,4141.025641,4139.230769,4122.307692,4108.846154,4120.25641,4147.948718,4093.205128,3898.205127,4151.666666,3953.461538
4072.820512,4042.435897,4072.307692,4033.846153,4139.487179,4125.384615,4106.153846,4100.641025,4109.487179,4148.461538,4089.743589,3896.923076,4152.307692,3948.461538
4079.102564,4043.461538,4076.153846,4040.384615,4141.538461,4125,4102.820513,4102.564102,4110.384615,4147.948718,4098.333333,3912.179486,4155.897436,3956.666666
4098.974359,4059.615384,4093.205128,4054.615384,4138.974359,4135.25641,4107.435897,4109.615384,4118.846154,4145.897436,4112.051282,3927.179486,4153.461538,3968.846153
4114.743589,4076.025641,4116.538461,4067.692307,4139.230769,4137.179487,4111.666666,4125.25641,4124.230769,4147.307692,4121.410256,3938.333333,4159.230769,3982.179487
4125,4082.564102,4126.410256,4078.846154,4138.846154,4134.615384,4117.435897,4143.974359,4127.179487,4148.589743,4128.846154,3949.871794,4167.692307,3992.948717
4128.974359,4088.205128,4125.384615,4084.487179,4138.717949,4139.871795,4128.974359,4154.487179,4129.743589,4147.820513,4138.589743,3956.923076,4173.205128,3996.666666
